TotalClaimsCost,NumberOfClaims,OverSpeed,IdleRatio,GpsLostCount,TelematicsOffCount,AverageNmrStopsPerDay,AverageDistPerStop,EmergencyBraking,NormalBraking,HarshBraking,dangerousTimes,DangerousAreas,CriticalBraking,CornerSpeeding
0.0,0.0,0.025306216778368387,0.049484185475,0.05473085924439986,0.03529411764705882,0.8105487687433466,0.1073840157994063,0.0352504638218924,0.41703757900940996,0.1676570925497964,0.02567801500288517,0.6262195025536423,0.0,0.0
0.0,0.0,0.04957245204529698,0.176735798025,0.01858910063523905,0.047058823529411764,0.2673549148407598,0.17134330678238732,0.03896103896103896,0.2563969676645733,0.1360735116099923,0.0070686670513560295,0.017282545103805953,0.0,0.0
0.0,0.0,0.5675987982435868,0.2106982902,0.042293547308592444,0.0,0.4007141280782249,0.33613276683494714,0.04081632653061225,0.33737780216653457,0.1253989215362606,0.0068522792844777835,0.0,0.0,0.001098901098901099
0.0,0.0,0.06262999768892998,0.0952686554,0.01815446339017051,0.0,0.41551289518550855,0.14140725159977874,0.04452690166975881,0.199174847062171,0.16342027071640805,0.0055539526832083085,0.0,0.0,0.0
0.0,0.0,0.3581003004391033,0.2018380405,0.016683383483784685,0.07058823529411765,0.3268270683323882,0.45161236593086085,0.0463821892393321,0.42644757433489827,0.38978760867172885,0.008799769186381996,0.0008380374112550006,0.0,0.001098901098901099
0.0,0.0,0.21412063785532703,0.187608038025,0.018990304246071548,0.0,0.4993862385479587,0.20268692036368344,0.04823747680890538,0.4292929292929293,0.22058985363706393,0.018681477207155222,0.0007747893047451892,0.0,0.001098901098901099
0.0,0.0,0.04044372544488098,0.254663036,0.03162821798729522,0.0,0.44642233862178976,0.13954849209043563,0.04823747680890538,0.33364835477511534,0.21272147023219984,0.02423542989036353,0.005692329585883023,0.0,0.0
0.0,0.0,0.1559972267159695,0.0385472615,0.00020060180541624874,0.0,0.30471204188787226,0.2928855617947184,0.05194805194805195,0.24490376603052658,0.1783316826235281,0.0,4.7436079882358525e-05,0.0,0.001098901098901099
0.0,0.0,0.19655650566212157,0.1503269265,0.036442661317285185,0.0,0.411726179932243,0.39708094315391673,0.055658627087198514,0.4781923866430908,0.19456366237482117,0.14303231390652046,0.48919247980013597,0.0,0.0
0.0,0.0,0.21308065634388723,0.04214363005,0.13477097960548312,0.023529411764705882,0.3789399376127855,0.42334335868183093,0.055658627087198514,0.6471556612401682,0.3588643116540112,0.002019619157530294,0.4917540281137833,0.0,0.0
0.0,0.0,0.27894615206840767,0.043510582475000004,1.0,0.0,0.3333843166119866,0.29026181861031564,0.055658627087198514,0.6746539845131394,0.12017167381974249,0.006924408540103866,0.044178802397103235,0.0,0.0
0.0,0.0,0.10792697018719667,0.246221051175,0.04994984954864593,0.0,0.5549502912142381,0.1404045902935285,0.0575139146567718,0.33452228522651056,0.17084846483988114,0.046018465089440276,0.00020555634615688692,0.0,0.0
0.0,0.0,0.058007857638086434,0.0776177054,0.024874623871614845,0.011764705882352941,0.3813557661364806,0.21297832393694832,0.061224489795918366,0.3836249822165315,0.5563442280180477,0.038300634737449504,0.0,0.0,0.0
0.0,0.0,0.1176334642939681,0.1131038326,0.03971915747241725,0.0,0.33821989541853936,0.3192499850477001,0.06679035250463822,0.34971444830599757,0.27660393969406843,0.004255626081938834,0.0,0.0,0.0
0.0,0.0,0.24786226022648486,0.042646380825,0.3584085590103644,0.0,0.5100849068906156,0.2208031877425236,0.06679035250463822,0.6365262280755238,0.3705293276108727,0.00014425851125216387,0.0,0.0,0.0
0.0,0.0,0.1480240351282644,0.045963977450000006,0.01126713473754597,0.0,0.4897229247603336,0.20603508469549828,0.06679035250463822,0.4180131292807349,0.2335754374380984,0.010963646855164454,0.0024666761538826433,0.0,0.0
0.0,0.0,0.07233649179570141,0.118854844025,0.10996322300234035,0.0,0.5258014144796259,0.18182231728824322,0.06679035250463822,0.3691136719305733,0.17409486079013975,0.014281592613964222,0.012602185222079914,0.0,0.0
0.0,0.0,0.1588860642477467,0.0833417517,0.02480775660314276,0.047058823529411764,0.49213875328402873,0.34833268069244283,0.06679035250463822,0.5327723919273215,0.3813139650049521,0.1321407963069821,0.00028461647929415115,0.0,0.0
0.0,0.0,0.26230644788537094,0.10494336615000001,0.043363423604145766,0.0,0.2581485185540327,0.6705234832051219,0.0686456400742115,0.6525110257504624,0.3316826235281171,0.1345210617426428,0.2643296491311291,0.0,0.0
0.0,0.0,0.06736769124104461,0.13688795007500001,0.05804078903376797,0.0,0.28760907507086125,0.2868843401531374,0.0686456400742115,0.38028169014084506,0.25718058765269064,0.014642238892094633,0.009708584349256043,0.0,0.001098901098901099
0.0,0.0,0.09498497804483476,0.0745283319,0.01541290538281511,0.0,0.613961605507237,0.10874955273547166,0.0705009276437848,0.28569396175029976,0.18042258171013537,0.0,0.05855193460145787,0.0,0.0
0.0,0.0,0.2894615206840767,0.05946014275,0.02965563356736877,0.0,0.6060278056324484,0.2360571257132236,0.07606679035250465,0.4570249781517387,0.35248156707384176,0.1369013271783035,0.5214173900668848,0.0,0.0
0.0,0.0,0.12190894384099839,0.12444498567500001,0.059177532597793375,0.0,0.5090495520284286,0.1823754905591845,0.07606679035250465,0.49474625530963556,0.2558600198085177,0.007140796306982111,0.7593883908100502,0.0,0.0
0.0,0.0,0.04379477698174255,0.193634156675,0.03513874958207957,0.18823529411764706,0.6567602015584927,0.16426181425792277,0.08348794063079777,0.4958132634188972,0.16870254209310004,0.01341604154645124,0.08226997454263713,0.0,0.0
0.0,0.0,0.3311763346429397,0.026927210774999998,0.03610832497492477,0.0,0.6160759061007233,0.1319889982944446,0.08348794063079777,0.4079730910716826,0.19461868603499505,0.0038228505481823424,0.3649890106414939,0.0,0.0
0.0,0.0,0.43817887681996764,0.039284043725,0.03921765295887663,0.0,0.6198325391759767,0.37572542305546713,0.1038961038961039,0.6231225738267991,0.38720149664355674,0.11324293133294863,0.0009012855177648119,0.0,0.001098901098901099
0.0,0.0,0.08874508897619598,0.122035276225,0.05773988632564359,0.0,0.41828342851899664,0.3109945110425708,0.10946196660482375,0.5257098144422088,0.26356333223286016,0.03858915175995384,0.7725281849374634,0.0,0.0
0.0,0.0,0.05327016408597181,0.131807923425,0.10247408893346706,0.03529411764705882,0.8133783993752672,0.10885664234744112,0.11317254174397032,0.33822124667195086,0.18889622537691209,0.0,0.07532849485318534,0.0,0.001098901098901099
0.0,0.0,0.03813265541945921,0.054754526875,0.017051153460381142,0.011764705882352941,0.40544502620065315,0.30019043326173017,0.1280148423005566,0.39298416763205496,0.4785957961923627,0.04500865551067513,0.0,0.0,0.0
0.0,0.0,0.023457360758030968,0.08320657135,0.02942159812771648,0.0,0.8859187796096848,0.07188553980244161,0.15398886827458255,0.3042192549234803,0.15681743149554309,0.014786497403346796,0.0003794886390588682,0.0,0.0
0.0,0.0,0.048301363531315,0.111991543025,0.06646606486125041,0.0,0.3713473341638449,0.26117998721278446,0.17068645640074212,0.4800825152937829,0.4404093760316936,0.017383150605885748,0.0,0.0,0.0
0.0,0.0,0.038594869424543564,0.039276195825,0.00183884988298228,1.0,0.054450261791522535,0.5367707894966381,0.011131725417439703,0.06777025791110299,0.02492571805876527,0.09189267166762838,0.021188115680786806,0.005154639175257732,0.008791208791208791
0.0,0.0,0.08077189738849087,0.07225596675,0.03229689067201605,0.0,0.7540835736546784,0.09208852486879734,0.014842300556586271,0.4193138629758348,0.16589633542423243,0.2642094633583381,0.38225574371867244,0.005154639175257732,0.0
0.0,0.0,0.027617286803790157,0.054332627550000005,0.037144767636242054,0.011764705882352941,0.36971012656864,0.12202605633505449,0.014842300556586271,0.2282787634900311,0.14075052272477165,0.018681477207155222,0.1904084246477871,0.005154639175257732,0.0
0.0,0.0,0.36746013404206146,0.1544854602,0.09495152123035773,0.0,0.4055140498376552,0.33589761458650913,0.03153988868274583,0.510111172083003,0.3552327500825355,0.11475764570109635,0.10301535347785526,0.005154639175257732,0.0
0.0,0.0,0.08054079038594869,0.080078009575,0.013707790036776997,0.0,0.45131355431490755,0.19168424593794103,0.0352504638218924,0.30292868321037336,0.22075492461758556,0.0005770340450086555,0.06416520405420363,0.005154639175257732,0.0
0.0,0.0,0.09278946152068408,0.126049020925,0.06302240053493814,0.0,0.42138949341271287,0.2991719961688626,0.04823747680890538,0.5674857224152998,0.2302740178276659,0.05034622042700519,0.7137706939898487,0.005154639175257732,0.0
0.0,0.0,0.12629997688929975,0.12195961450000001,0.02273487128050819,0.0,1.0,0.06488294729501376,0.07235621521335807,0.40681462512448424,0.1929679762297788,0.003029428736295441,0.37501383552329903,0.005154639175257732,0.0
0.0,0.0,0.06378553270164086,0.10057275330000001,0.044232698094282846,0.011764705882352941,0.2964566543216171,0.3507175979581626,0.08905380333951762,0.3898644391602138,0.3072521184109167,0.007140796306982111,0.0010119697041569818,0.005154639175257732,0.0
0.0,0.0,0.026230644788537094,0.13841379985000002,0.03099297893681043,0.0,0.2064766337064699,0.19470514328911714,0.08905380333951762,0.1776111212730931,0.1616044899306702,0.005265435660703981,6.324810650981136e-05,0.005154639175257732,0.0
0.0,0.0,0.2646175179107927,0.10351769259999999,0.35733868271481106,0.023529411764705882,0.44416730406668997,0.1939754688569846,0.09461966604823747,0.5269394142633579,0.314570265214042,0.057414887478361216,0.006182502411334061,0.005154639175257732,0.0
0.0,0.0,0.2396579616362376,0.06398126685,0.02059511868940154,0.0,0.30144080523289024,0.4179117545528416,0.1150278293135436,0.34303802613661766,0.46539011775063277,0.011757068667051356,0.0005059848520784909,0.005154639175257732,0.002197802197802198
0.0,0.0,0.13646868500115553,0.1403638306,0.018087596121698427,0.0,0.24677137871954047,0.5549048991016085,0.027829313543599257,0.3021157246509359,0.11450423682183339,0.1453404500865551,0.20721660895276947,0.010309278350515464,0.0032967032967032967
0.0,0.0,0.20360526923965797,0.15149041165,0.03978602474088933,0.0,0.21572304072129692,1.0,0.05194805194805195,0.5153242688453956,0.24089358424122373,0.1485141373341027,0.5533893079075946,0.010309278350515464,0.0
0.0,0.0,0.0875895539634851,0.075368660425,0.004179204279505182,0.03529411764705882,0.6580697601205205,0.11834197120303543,0.12059369202226346,0.2658679348820194,0.1537361065258061,0.02986151182919792,0.11658207232420979,0.010309278350515464,0.0
0.0,0.0,0.5255373237809106,0.1519176549,0.02684720829154129,0.0,0.24399866661048508,0.9480427396672794,0.15398886827458255,0.6287218259049244,0.47463409265984374,0.5265435660703981,0.5982005913697959,0.010309278350515464,0.0
0.0,0.0,0.23411139357522534,0.22206869325,0.04707455700434637,0.10588235294117647,0.189293396668163,0.4594014063177561,0.16512059369202226,0.30018494807227203,0.18146803125343897,0.019835545297172533,0.3900352608193792,0.010309278350515464,0.001098901098901099
0.0,0.0,0.2957014097527155,0.0502176354,0.25947843530591774,0.0,0.3825479929009451,0.4228727833332069,0.07792207792207792,0.6004613539824807,0.32370419280290524,0.02899596076168494,0.24127571430830289,0.015463917525773196,0.0
0.0,0.0,0.2557198983129189,0.34258518825,0.03386827148111,0.3058823529411765,0.3233758849465062,0.4110454750916679,0.09647495361781076,0.4204926528870191,0.19720479806316715,0.06953260242354299,0.1359518049428395,0.015463917525773196,0.0
0.0,0.0,0.1780679454587474,0.10956968649999999,0.039752591106653294,0.03529411764705882,0.510775143567792,0.21617346163384257,0.14471243042671614,0.4677458691543198,0.3642016066908771,0.019186381996537796,0.3048400613506633,0.015463917525773196,0.0
0.0,0.0,0.05546568061012249,0.031111181125,0.06028084252758274,0.0,0.36208192166769043,0.11703323364880226,0.012987012987012988,0.28313314228807185,0.2128315175525476,0.008006347374495095,0.0,0.020618556701030927,0.0
0.0,0.0,0.4325167552576843,0.0275848949,0.07826813774657305,0.0,0.4346071293506238,0.4815272188740401,0.11688311688311688,0.6478161900697111,0.5378562781996259,0.21270917484131563,0.12153123665860253,0.020618556701030927,0.001098901098901099
0.0,0.0,0.4655650566212156,0.07808967122499999,0.06649949849548646,0.07058823529411765,0.5960193736598126,0.2574326389193318,0.2949907235621521,0.5171229396581509,0.47628480246506,0.8440565493364108,0.1824707872808058,0.020618556701030927,0.0
0.0,0.0,0.17044141437485558,0.17415512652499998,0.09327983951855566,0.0,0.260034904031276,0.4108054809699226,0.10018552875695733,0.5660325589903055,0.1979751293056014,0.6552942873629544,0.5054946792530398,0.02577319587628866,0.001098901098901099
0.0,0.0,0.20013866420152532,0.19451182255000002,0.17502507522567703,0.0,0.34753416864768083,0.30595325278795155,0.1521335807050093,0.5097148547852773,0.206943985913943,0.0036785920369301786,0.5326123049191215,0.02577319587628866,0.0
0.0,0.0,0.1006470996071181,0.115789066725,0.03233032430625209,0.0,0.33890621033655327,0.2628780748983078,0.03153988868274583,0.37145092778895594,0.1223175965665236,0.06931621465666474,0.36299669528643486,0.030927835051546393,0.0
0.0,0.0,0.2386179801247978,0.24206690855000002,0.050217318622534264,0.023529411764705882,0.3831762652919051,0.2400704989287062,0.061224489795918366,0.29646566266284574,0.1820732915153516,0.005698211194460473,0.043324952959220786,0.030927835051546393,0.0
0.0,0.0,0.3026346198289808,0.07489014702499999,0.02069541959210966,0.0,0.5042178952881937,0.34721402491226294,0.06493506493506494,0.41843993252443956,0.3366347529437658,0.01529140219272937,0.16346473127460748,0.030927835051546393,0.001098901098901099
0.0,0.0,0.0804252368846776,0.14167740895,0.2862253426947509,0.011764705882352941,0.7830735140960879,0.12452384871229773,0.12987012987012989,0.5905026116293721,0.21321668317376472,0.022287939988459318,0.0003478645858039625,0.030927835051546393,0.0
0.0,0.0,0.20695632077651954,0.1744231067,0.021865596790371113,0.0,0.5142007627233062,0.18787334077708406,0.150278293135436,0.3538605369591285,0.21090568944646199,0.019979803808424696,0.0021188115680786804,0.030927835051546393,0.006593406593406593
0.0,0.0,0.16073492026808414,0.044777412100000004,0.018121029755934468,0.0,0.3031330507924961,0.2924933017243017,0.06307977736549165,0.24947665792736215,0.23511609992296686,0.02762550490478938,0.09272172414338346,0.041237113402061855,0.0
0.0,0.0,1.0,0.08627727034999999,0.1428953527248412,0.0,0.27643979059135443,0.2865092026929322,0.27087198515769945,0.7592829705505761,0.5310883679982392,0.1827755337564916,0.001075217810666793,0.041237113402061855,1.0
0.0,0.0,0.06008782066096603,0.254355023,0.03079237713139418,0.09411764705882353,0.7378630115874548,0.13541409151527425,0.15584415584415584,0.4726134585289515,0.22801804776053702,0.07573571840738604,0.015400913935139067,0.05154639175257732,0.0
0.0,0.0,0.2915414837069563,0.082222406225,0.09204279505182213,0.011764705882352941,0.42656626864511366,0.3512495637142614,0.05194805194805195,0.5464504196898563,0.36150544734235723,0.02647143681477207,0.0882152965545594,0.06701030927835051,0.001098901098901099
0.0,0.0,0.09209614051305755,0.13091250715,0.16232029421598126,0.011764705882352941,0.9425181874453065,0.07702469542097357,0.07977736549165121,0.46286811779769527,0.18482447452404535,0.008078476630121177,1.581202662745284e-05,0.06701030927835051,0.0
0.0,0.0,0.139704183036746,0.05261030562499999,0.013473754597124707,0.0,0.6657332783617862,0.11469694237970139,0.22448979591836735,0.6730077434302786,0.5683944095961263,0.00043277553375649163,0.09895166263459988,0.08762886597938144,0.007692307692307693
0.16083243848989695,0.16666666666666666,0.0,0.0,0.00010030090270812437,0.03529411764705882,0.0460732984318924,0.0,0.0,0.0015344592809381542,0.00022009464069549907,0.0,0.0,0.0,0.0
0.09662828059932173,0.16666666666666666,0.0,0.0,0.0,0.023529411764705882,0.0,0.0,0.0,4.064792797187163e-05,0.0,0.0,0.0,0.0,0.0
0.18233820458476513,0.16666666666666666,0.030968338340651724,0.18082966085,0.009562019391507857,0.0,0.20859055508599458,0.11856291614431527,0.029684601113172542,0.09826636587199968,0.04137779245075383,7.212925562608193e-05,0.0012491501035687743,0.0,0.0
0.2765284235258054,0.16666666666666666,0.08735844696094291,0.2503412335,0.11240387830157138,0.0,0.48005961127986374,0.12531937223194836,0.05009276437847866,0.3106721134890149,0.090073731704633,0.020701096364685517,7.90601331372642e-05,0.0,0.0
0.16672839344678883,0.16666666666666666,0.13022879593251677,0.063424124525,0.08385155466399197,0.0,0.8848834244403425,0.06024579627248581,0.0816326530612245,0.2981220657276995,0.15098492351711235,0.009232544720138488,0.008491058298942176,0.0,0.0
0.05880530569688487,0.16666666666666666,0.17587242893459673,0.118824609725,0.2089602139752591,0.0,0.30017452009494866,0.34023563725717537,0.0816326530612245,0.49944109099038675,0.2893144051942335,0.0005770340450086555,0.009866704615530573,0.0,0.001098901098901099
1.0,0.16666666666666666,0.1076958631846545,0.167142819,0.02270143764627215,0.0,0.37180080353908834,0.2848317678957635,0.09461966604823747,0.34963315245005383,0.1648508858809288,0.06845066358915175,0.004379931375804437,0.0,0.0
0.1298856904802933,0.16666666666666666,0.35151375086665126,0.12208586887499999,0.025844199264460046,0.0,0.26436064867933606,0.5312514214350631,0.0463821892393321,0.5109647785704123,0.49603829646748104,0.0008655510675129833,0.10031149692456082,0.005154639175257732,0.001098901098901099
0.017424295904250316,0.16666666666666666,0.10734920268084124,0.1267470785,0.3029087261785356,0.0,0.7054101221755203,0.09313196182584518,0.025974025974025976,0.5364307054447899,0.16919775503466492,0.05676572417772648,0.4772227756431542,0.010309278350515464,0.0
0.09517641021698546,0.16666666666666666,0.45528079500808877,0.12622925025,0.11902373788030758,0.0,0.34270251190744583,0.693429037050646,0.22077922077922077,0.5599861797044895,0.45823704192802905,0.44669648009232543,0.6234998339737204,0.010309278350515464,0.001098901098901099
0.25722150954667744,0.16666666666666666,0.2626531083891842,0.15986728,0.05717151454363089,0.0,0.605337568955272,0.13869424785870657,0.20408163265306123,0.4710485133020344,0.3617805656432266,0.4221725331794576,0.0,0.02577319587628866,0.014285714285714285
0.268709292053269,0.16666666666666666,0.021492951236422465,0.07088392065,0.005182213306586425,0.023529411764705882,0.4981429275531249,0.10368832415660555,0.04081632653061225,0.12674023941629575,0.055463849455265765,0.0,0.0,0.030927835051546393,0.026373626373626374
0.21645825474374203,0.16666666666666666,0.19921423619135661,0.072774300675,0.15229020394516884,0.0,0.3199247015606241,0.3589782036302667,0.1521335807050093,0.7120704022112473,0.44613183668977663,0.028130409694171955,1.0,0.14432989690721648,0.0
0.4654097398817896,0.16666666666666666,0.3917263693089901,0.00505129436,0.029989969909729186,0.0,0.3138568936161316,0.3712397012090338,1.0,0.7698412698412698,0.7203147353361946,0.05474610502019619,0.007052163875843967,1.0,0.30439560439560437
0.5808344340139016,0.3333333333333333,0.0,1.0,3.3433634236041456e-05,0.011764705882352941,0.03071553228792827,0.0,0.0,0.00010161981992967909,0.0,0.0,0.0,0.0,0.0
0.47604569769458027,0.3333333333333333,0.18500115553501273,0.24415032975,0.02019391507856904,0.047058823529411764,0.3399415651987402,0.3278203868775593,0.10018552875695733,0.30366034591386704,0.17998239242874436,0.02120600115406809,0.0013598342899609442,0.0,0.0
0.13792892865256287,0.3333333333333333,0.1640859718049457,0.0483227081,0.16335673687729854,0.0,0.4258462068789304,0.2426187649363553,0.137291280148423,0.44914944210718855,0.26543413667877186,0.02719272937103289,0.4317631990892273,0.0,0.002197802197802198
0.27753510107723706,0.3333333333333333,0.16177490177952392,0.074254229275,0.01654964894684052,0.12941176470588234,0.34884068821494396,0.2937280824475213,0.05009276437847866,0.20470296526634554,0.1683173764718829,7.212925562608193e-05,3.162405325490568e-05,0.005154639175257732,0.0
0.5033227959337496,0.3333333333333333,0.17390801941298822,0.201260164175,0.17204948177866933,0.03529411764705882,0.3302823120044835,0.3592362039054093,0.06679035250463822,0.5,0.14625288874215914,0.03058280438545874,0.026595828787375677,0.005154639175257732,0.004395604395604396
0.10545299344921501,0.3333333333333333,0.10584700716431708,0.08781467695,0.0225008358408559,0.03529411764705882,0.5102391953094724,0.15819357645873616,0.14471243042671614,0.4791679369144158,0.3868163310223396,0.0411136757068667,0.0,0.005154639175257732,0.0
0.18367446514134775,0.3333333333333333,0.522186272244049,0.096423821475,0.054964894684052155,0.07058823529411765,0.3199247015606241,0.6398900667704066,0.17068645640074212,0.6324512732963437,0.6661164300649279,0.33511252163877664,0.18027291557958983,0.010309278350515464,0.0
0.1854311937135927,0.5,0.06690547723596026,0.1161818366,0.04887997325309261,0.09411764705882353,0.36280464032741666,0.20280334076526396,0.07235621521335807,0.3640834908440542,0.19764498734455815,0.00028851702250432774,0.0018816311686668881,0.02577319587628866,0.0
0.5102494955528705,0.5,0.29824358678067947,0.0186461964325,0.1713808090939485,0.03529411764705882,0.47729866457115805,0.21841810902791878,0.8051948051948052,1.0,1.0,0.0049047893825735715,0.7833277991240137,0.17525773195876287,0.012087912087912088
0.9493429459517487,1.0,0.652646175179108,0.104433389425,0.5311935807422267,0.011764705882352941,0.2163891993698507,0.8501127262581298,0.15584415584415584,0.7551368818974452,0.41922526686475187,0.9999999999999999,0.533260598010847,0.005154639175257732,0.0032967032967032967
